UID,i,j,fij
6241,FR23,PL41,1
6242,FR30,PL41,3
6243,FR41,PL41,1
6244,FR52,PL41,3
6245,FR53,PL41,1
6246,FR72,PL41,1
6247,FR82,PL41,1
6248,HU10,PL41,1
6249,HU21,PL41,1
6250,HU22,PL41,1
6251,HU31,PL41,1
6252,ITD1,PL41,1
6253,ITD3,PL41,1
6254,ITE4,PL41,1
6255,ITF4,PL41,1
6256,LT00,PL41,3
6257,NL11,PL41,1
6258,NL13,PL41,1
6259,NL32,PL41,1
6262,SE23,PL41,1
6263,SE32,PL41,1
6264,SK03,PL41,1
6265,UKC2,PL41,1
6266,UKD4,PL41,1
6267,UKE1,PL41,1
6268,UKE4,PL41,1
6269,UKF1,PL41,1
6270,UKJ3,PL41,1
6271,AT22,PL42,1
6272,BE21,PL42,1
6273,BE34,PL42,1
6274,CZ03,PL42,1
6275,CZ04,PL42,2
6276,CZ05,PL42,1
6277,CZ07,PL42,1
6278,DE23,PL42,1
6279,DE27,PL42,1
6280,DE30,PL42,2
6281,DE41,PL42,7
6282,DE50,PL42,1
6283,DE73,PL42,1
6284,DE80,PL42,16
6285,DE93,PL42,1
6286,DE94,PL42,2
6287,DEA4,PL42,1
6288,DEA5,PL42,1
6289,DEE0,PL42,1
6290,DEF0,PL42,9
6291,DK01,PL42,3
6292,DK02,PL42,1
6293,DK03,PL42,1
6294,EE00,PL42,2
6295,FI18,PL42,2
6296,FI19,PL42,2
6297,FR24,PL42,1
6298,FR25,PL42,1
6299,FR30,PL42,1
6300,FR51,PL42,1
6301,HU22,PL42,1
6302,IE01,PL42,1
6303,ITC4,PL42,1
6304,ITE1,PL42,1
6305,ITE4,PL42,3
6306,LT00,PL42,3
6307,LU00,PL42,1
6308,LV00,PL42,2
6309,MT00,PL42,1
6310,NL22,PL42,1
6311,NL41,PL42,1
6312,NL42,PL42,2
6316,PT17,PL42,1
6317,SE12,PL42,1
6318,SE21,PL42,1
6319,SE22,PL42,7
6320,SK03,PL42,1
6321,UKE1,PL42,1
6322,UKK2,PL42,1
6323,CZ05,PL43,1
6324,DE11,PL43,1
6325,DE30,PL43,2
6326,DE41,PL43,9
6327,DE42,PL43,7
6328,DE73,PL43,1
6329,DE92,PL43,3
6330,DE93,PL43,3
6331,DE94,PL43,1
6332,DEA4,PL43,2
6333,DEA5,PL43,3
6334,DEC0,PL43,1
6335,DED2,PL43,1
6336,DEG0,PL43,1
6337,FR10,PL43,3
6338,FR21,PL43,1
6339,FR41,PL43,1
6340,HU21,PL43,1
6341,HU23,PL43,1
6342,HU32,PL43,1
6343,ITD3,PL43,3
6344,ITF1,PL43,3
6345,ITF3,PL43,1
6346,NL11,PL43,1
6347,NL41,PL43,3
6349,RO11,PL43,1
6350,SK02,PL43,1
6351,CZ02,PL51,3
6352,CZ05,PL51,29
6353,CZ06,PL51,2
6354,DE12,PL51,2
6355,DE14,PL51,1
6356,DE23,PL51,1
6357,DE41,PL51,1
6358,DE71,PL51,3
6359,DE91,PL51,3
6360,DE92,PL51,1
6361,DE93,PL51,1
6362,DE94,PL51,3
6363,DEA1,PL51,2
6364,DEA2,PL51,4
6365,DEA3,PL51,3
6366,DEA4,PL51,1
6367,DEA5,PL51,1
6368,DED1,PL51,1
6369,DED2,PL51,15
6370,DEE0,PL51,1
6371,DK04,PL51,2
6372,FI19,PL51,1
6373,FR10,PL51,1
6374,FR23,PL51,2
6375,FR24,PL51,1
6376,FR30,PL51,3
6377,FR52,PL51,1
6378,FR71,PL51,2
6379,GR12,PL51,1
6380,HU31,PL51,1
6381,ITD5,PL51,2
6382,ITE2,PL51,1
6383,ITE4,PL51,1
6384,ITF4,PL51,2
6385,LT00,PL51,2
6386,NL22,PL51,1
6387,NL34,PL51,1
6388,NL41,PL51,1
6394,RO12,PL51,1
6395,UKG2,PL51,1
6396,CZ02,PL52,1
6397,CZ05,PL52,2
6398,CZ07,PL52,3
6399,CZ08,PL52,10
6400,DE21,PL52,2
6401,DE23,PL52,1
6402,DE42,PL52,1
6403,DE72,PL52,1
6404,DE73,PL52,1
6405,DE91,PL52,3
6406,DEA1,PL52,1
6407,DEA2,PL52,2
6408,DEA3,PL52,1
6409,DEA5,PL52,1
6410,DEB1,PL52,1
6411,DEB3,PL52,1
6412,DED2,PL52,1
6413,DEF0,PL52,1
6414,FI13,PL52,1
6415,FR26,PL52,1
6416,FR71,PL52,1
6417,FR82,PL52,1
6418,HU21,PL52,1
6419,ITE1,PL52,2
6420,ITE2,PL52,1
6421,LT00,PL52,2
6422,NL21,PL52,1
6424,CZ06,PL61,1
6425,CZ08,PL61,1
6426,DE12,PL61,1
6427,DE42,PL61,1
6428,DE80,PL61,1
6429,DE91,PL61,1
6430,DE92,PL61,1
6431,DE94,PL61,1
6432,DEA1,PL61,2
6433,DEA3,PL61,1
6434,DEA4,PL61,1
6435,DK03,PL61,1
6436,FI18,PL61,1
6437,FR30,PL61,1
6438,FR62,PL61,1
6439,GR23,PL61,1
6440,HU10,PL61,1
6441,ITE3,PL61,1
6442,LT00,PL61,3
6443,LV00,PL61,1
6444,NL21,PL61,1
6445,NL33,PL61,1
6447,RO31,PL61,1
6448,SE31,PL61,1
6449,SI02,PL61,1
6450,SK01,PL61,1
6451,SK02,PL61,1
6452,UKH2,PL61,1
6453,UKK1,PL61,1
6454,UKL1,PL61,1
6455,AT12,PL62,1
6456,CZ06,PL62,1
6457,CZ07,PL62,1
6458,DE13,PL62,1
6459,DE72,PL62,2
6460,DE91,PL62,1
6461,DE92,PL62,1
6462,DE93,PL62,1
6463,DE94,PL62,4
6464,DEA1,PL62,2
6465,DEA3,PL62,2
6466,DEA5,PL62,1
6467,DEB1,PL62,1
6468,DEF0,PL62,1
6469,DK04,PL62,1
6470,EE00,PL62,1
6471,ES52,PL62,1
6472,FI1A,PL62,1
6473,FR22,PL62,1
6474,FR24,PL62,1
6475,FR30,PL62,1
6476,FR71,PL62,1
6477,GR42,PL62,1
6478,ITF4,PL62,1
6479,LT00,PL62,5
6480,LV00,PL62,1
6481,NL34,PL62,1
6487,SE21,PL62,1
6488,UKK1,PL62,1
6489,DE25,PL63,1
6490,DE42,PL63,2
6491,DE50,PL63,1
6492,DE80,PL63,1
6493,DE91,PL63,3
6494,DE92,PL63,1
6495,DE93,PL63,2
6496,DEA3,PL63,2
6497,DEB2,PL63,1
6498,DEB3,PL63,1
6499,DED3,PL63,1
6500,DEE0,PL63,1
6501,DEF0,PL63,3
6502,DK01,PL63,2
6503,DK02,PL63,2
6504,DK05,PL63,1
6505,EE00,PL63,1
6506,ES12,PL63,1
6507,ES51,PL63,1
6508,FI18,PL63,3
6509,FR22,PL63,1
6510,FR23,PL63,3
6511,FR25,PL63,1
6512,FR26,PL63,1
6513,FR41,PL63,1
6514,FR82,PL63,3
6515,IE02,PL63,1
6516,ITD5,PL63,1
6517,ITG1,PL63,1
6518,LT00,PL63,4
6519,LV00,PL63,1
6520,NL33,PL63,1
6521,NO04,PL63,1
6526,PT18,PL63,1
6527,RO11,PL63,1
6528,SE21,PL63,1
6529,SE22,PL63,3
6530,UKD1,PL63,2
6531,UKI2,PL63,1
6532,UKK4,PL63,1
6533,BE33,PT11,1
6534,BG31,PT11,1
6535,BG33,PT11,1
6536,BG41,PT11,1
6537,DE12,PT11,1
6538,DE71,PT11,1
6539,DE94,PT11,1
6540,DEA2,PT11,1
6541,DEB3,PT11,1
6542,DEG0,PT11,1
6543,ES11,PT11,6
6544,ES21,PT11,1
6545,ES41,PT11,5
6546,ES51,PT11,1
6547,FR10,PT11,11
6548,FR22,PT11,1
6549,FR24,PT11,4
6550,FR26,PT11,2
6551,FR30,PT11,1
6552,FR41,PT11,2
6553,FR61,PT11,8
6554,FR62,PT11,2
6555,FR63,PT11,2
6556,FR71,PT11,1
6557,FR72,PT11,2
6558,FR81,PT11,3
6559,FR82,PT11,1
6560,LU00,PT11,1
6563,UKD4,PT11,1
6564,UKK1,PT11,1
6565,AT31,PT15,1
6566,ES61,PT15,3
6567,FR10,PT15,1
6568,FR81,PT15,1
6569,PL32,PT15,1
6570,BE23,PT16,1
6571,BE35,PT16,1
6572,BG41,PT16,1
6573,BG42,PT16,1
6574,DE11,PT16,1
6575,DE93,PT16,1
6576,DEA3,PT16,1
6577,DEE0,PT16,1
6578,ES11,PT16,1
6579,ES12,PT16,1
6580,ES24,PT16,1
6581,ES41,PT16,3
6582,ES43,PT16,6
6583,FR10,PT16,10
6584,FR24,PT16,1
6585,FR30,PT16,1
6586,FR41,PT16,2
6587,FR53,PT16,2
6588,FR61,PT16,3
6589,FR71,PT16,1
6590,FR82,PT16,1
6591,ITD3,PT16,2
6592,ITE1,PT16,1
6593,ITF3,PT16,1
6594,PL22,PT16,1
6595,PL31,PT16,2
6596,PL32,PT16,1
6600,UKD2,PT16,1
6601,BG32,PT17,1
6602,BG34,PT17,1
6603,DE12,PT17,1
6604,DE23,PT17,1
6605,EE00,PT17,1
6606,ES30,PT17,1
6607,ES41,PT17,1
6608,FR10,PT17,1
6609,FR22,PT17,1
6610,FR25,PT17,1
6611,FR52,PT17,1
6612,FR61,PT17,2
6613,FR71,PT17,2
6614,HU10,PT17,1
6615,HU32,PT17,1
6616,IE01,PT17,1
6617,ITC4,PT17,1
6618,ITD4,PT17,1
6619,ITF3,PT17,1
6620,LT00,PT17,1
6621,LU00,PT17,1
6622,PL11,PT17,2
6623,PL42,PT17,1
6625,ES11,PT18,1
6626,ES43,PT18,5
6627,ES63,PT18,1
6628,FR10,PT18,1
6629,FR24,PT18,1
6630,NO03,PT18,1
6631,PL63,PT18,1
6634,RO31,PT18,2
6635,AT22,RO11,1
6636,AT33,RO11,1
6637,BE32,RO11,1
6638,DE91,RO11,1
6639,DEA2,RO11,2
6640,DED1,RO11,1
6641,FR10,RO11,2
6642,FR24,RO11,1
6643,FR26,RO11,1
6644,FR30,RO11,1
6645,FR43,RO11,1
6646,FR53,RO11,1
6647,GR30,RO11,1
6648,HU10,RO11,3
6649,HU21,RO11,2
6650,HU23,RO11,2
6651,HU31,RO11,3
6652,HU32,RO11,14
6653,HU33,RO11,10
6654,ITC4,RO11,1
6655,ITD5,RO11,2
6656,ITF1,RO11,1
6657,PL22,RO11,2
6658,PL32,RO11,1
6659,PL43,RO11,1
6660,PL63,RO11,1
6664,SE12,RO11,1
6665,BE32,RO12,1
6666,BG33,RO12,1
6667,BG34,RO12,1
6668,CH01,RO12,1
6669,CH03,RO12,1
6670,CZ03,RO12,1
6671,DE25,RO12,1
6672,DE71,RO12,1
6673,DEA4,RO12,1
6674,DEA5,RO12,1
6675,DEG0,RO12,1
6676,EE00,RO12,1
6677,ES30,RO12,1
6678,FR10,RO12,3
6679,FR24,RO12,1
6680,FR25,RO12,1
6681,FR30,RO12,1
6682,FR51,RO12,2
6683,FR52,RO12,2
6684,FR53,RO12,1
6685,FR62,RO12,1
6686,FR72,RO12,1
6687,HU10,RO12,22
6688,HU21,RO12,11
6689,HU22,RO12,2
6690,HU23,RO12,7
6691,HU31,RO12,5
6692,HU32,RO12,4
6693,HU33,RO12,14
6694,ITC1,RO12,1
6695,ITC4,RO12,2
6696,ITE2,RO12,1
6697,ITE3,RO12,2
6698,ITE4,RO12,1
6699,ITF3,RO12,1
6700,ITG1,RO12,1
6701,NL22,RO12,1
6702,NL31,RO12,2
6703,PL51,RO12,1
6705,SK02,RO12,3
6706,SK04,RO12,1
6707,UKG2,RO12,1
6708,BG32,RO21,1
6709,CH01,RO21,1
6710,ES61,RO21,1
6711,FR10,RO21,1
6712,FR30,RO21,1
6713,FR51,RO21,1
6714,FR53,RO21,2
6715,FR63,RO21,1
6716,FR71,RO21,5
6717,GR13,RO21,1
6718,GR30,RO21,1
6719,ITC1,RO21,2
6720,ITD3,RO21,1
6721,ITE1,RO21,1
6722,ITE4,RO21,6
6723,PL22,RO21,2
6724,BE23,RO22,1
6725,BG31,RO22,1
6726,BG33,RO22,3
6727,DK05,RO22,1
6728,FI18,RO22,1
6729,FR30,RO22,1
6730,FR52,RO22,1
6731,FR61,RO22,2
6732,GR12,RO22,1
6733,GR30,RO22,1
6734,GR43,RO22,1
6735,ITD3,RO22,1
6736,ITE2,RO22,1
6737,ITE3,RO22,2
6738,ITF1,RO22,1
6739,ITF3,RO22,1
6740,ITF4,RO22,1
6741,ITF5,RO22,1
6742,ITG1,RO22,1
6743,NL33,RO22,1
6744,NL41,RO22,1
6747,UKG3,RO22,1
6748,BG32,RO31,6
6749,BG33,RO31,1
6750,BG34,RO31,1
6751,BG41,RO31,1
6752,FR10,RO31,3
6753,FR26,RO31,1
6754,GR22,RO31,1
6755,ITC2,RO31,1
6756,ITC4,RO31,2
6757,ITF3,RO31,2
6758,ITF4,RO31,1
6759,ITG1,RO31,2
6760,LT00,RO31,1
6761,NL22,RO31,2
6762,PL12,RO31,2
6763,PL61,RO31,1
6764,PT18,RO31,2
6767,BG41,RO32,1
6768,CY00,RO32,1
6769,GR30,RO32,1
6770,BG31,RO41,2
6771,BG34,RO41,1
6772,DE42,RO41,1
6773,ES52,RO41,1
6774,FI13,RO41,1
6775,FR10,RO41,2
6776,FR71,RO41,1
6777,ITF4,RO41,1
6778,SE12,RO41,1
6779,UKD5,RO41,1
6780,AT22,RO42,1
6781,BE10,RO42,1
6782,BG34,RO42,1
6783,DE11,RO42,1
6784,DE12,RO42,1
6785,DE26,RO42,1
6786,DE91,RO42,1
6787,DEG0,RO42,2
6788,FR10,RO42,2
6789,FR24,RO42,1
6790,FR30,RO42,1
6791,FR42,RO42,1
6792,HU21,RO42,2
6793,HU22,RO42,1
6794,HU23,RO42,3
6795,HU31,RO42,1
6796,HU33,RO42,7
6797,ITD3,RO42,1
6798,ITD5,RO42,1
6799,ITF4,RO42,1
6800,ITG1,RO42,1
6801,ITG2,RO42,1
6802,SK02,RO42,1
6803,UKE4,RO42,1
6804,UKF1,RO42,1
6805,AT21,SE11,1
6806,DEF0,SE11,1
6807,DK01,SE11,2
6808,EE00,SE11,4
6809,FI18,SE11,6
6810,FI19,SE11,1
6811,FR71,SE11,2
6812,IS00,SE11,1
6813,ITD3,SE11,2
6814,ITE4,SE11,1
6815,ITG1,SE11,1
6816,LV00,SE11,5
6817,NO01,SE11,4
6818,NO03,SE11,3
6819,PL12,SE11,1
6820,PL22,SE11,1
6821,AT22,SE12,1
6822,AT31,SE12,2
6823,BE34,SE12,1
6824,CZ03,SE12,1
6825,DE11,SE12,1
6826,DE23,SE12,1
6827,DE25,SE12,2
6828,DE42,SE12,2
6829,DEF0,SE12,1
6830,DK03,SE12,3
6831,DK05,SE12,1
6832,EE00,SE12,3
6833,ES51,SE12,1
6834,FI13,SE12,3
6835,FI18,SE12,5
6836,FI19,SE12,3
6837,FR25,SE12,1
6838,HU22,SE12,1
6839,IE01,SE12,1
6840,IS00,SE12,4
6841,ITC2,SE12,1
6842,ITC4,SE12,1
6843,ITD4,SE12,1
6844,ITD5,SE12,1
6845,LT00,SE12,3
6846,LU00,SE12,1
6847,LV00,SE12,5
6848,MT00,SE12,1
6849,NL42,SE12,1
6850,NO01,SE12,1
6851,NO02,SE12,1
6852,NO03,SE12,7
6853,NO04,SE12,2
6854,NO06,SE12,1
6855,PL11,SE12,1
6856,PL42,SE12,1
6857,RO11,SE12,1
6858,RO41,SE12,1
6859,SK03,SE12,1
6860,UKH2,SE12,1
6861,UKK2,SE12,1
6862,DE27,SE21,1
6863,DE92,SE21,1
6864,DEF0,SE21,1
6865,FI13,SE21,2
6866,FI20,SE21,1
6867,LT00,SE21,1
6868,NL23,SE21,1
6869,NO01,SE21,1
6870,NO03,SE21,2
6871,NO04,SE21,2
6872,PL42,SE21,1
6873,PL62,SE21,1
6874,PL63,SE21,1
6875,BG33,SE22,1
6876,DE80,SE22,5
6877,DEF0,SE22,2
6878,DK01,SE22,2
6879,EE00,SE22,2
6880,FI18,SE22,3
6881,FI19,SE22,1
6882,IS00,SE22,1
6883,ITE1,SE22,1
6884,LT00,SE22,4
6885,NO01,SE22,1
6886,NO02,SE22,1
6887,NO03,SE22,2
6888,NO04,SE22,1
6889,PL22,SE22,1
6890,PL42,SE22,7
6891,PL63,SE22,3
6892,UKC2,SE22,1
6893,CZ04,SE23,1
6894,DE80,SE23,1
6895,DEG0,SE23,1
6896,DK02,SE23,1
6897,DK04,SE23,1
6898,DK05,SE23,1
6899,EE00,SE23,5
6900,ES51,SE23,1
6901,FI13,SE23,1
6902,FI18,SE23,2
6903,FI1A,SE23,1
6904,FR71,SE23,1
6905,IS00,SE23,1
6906,NO01,SE23,2
6907,NO03,SE23,2
6908,NO04,SE23,1
6909,NO05,SE23,1
6910,PL21,SE23,1
6911,PL33,SE23,1
6912,PL41,SE23,1
6913,DEA2,SE31,1
6914,DEA4,SE31,2
6915,DK04,SE31,2
6916,EE00,SE31,2
6917,FI13,SE31,1
6918,FI18,SE31,3
6919,FI19,SE31,4
6920,NO02,SE31,5
6921,NO03,SE31,2
6922,PL33,SE31,2
6923,PL61,SE31,1
6924,DK03,SE32,2
6925,EE00,SE32,1
6926,FI19,SE32,1
6927,ITD5,SE32,1
6928,NO03,SE32,1
6929,NO06,SE32,2
6930,PL41,SE32,1
6931,SI01,SE32,1
6932,CZ05,SE33,1
6933,DE26,SE33,1
6934,DK01,SE33,1
6935,FI19,SE33,1
6936,FI1A,SE33,5
6937,IS00,SE33,1
6938,ITE1,SE33,1
6939,LV00,SE33,1
6940,NO07,SE33,4
6941,UKJ1,SE33,1
6942,AT22,SI01,2
6943,AT31,SI01,2
6944,CZ03,SI01,1
6945,DE11,SI01,1
6946,DE13,SI01,1
6947,DE21,SI01,1
6948,DE22,SI01,1
6949,DE72,SI01,1
6950,DE92,SI01,1
6951,DEA1,SI01,1
6952,ES24,SI01,1
6953,FR24,SI01,1
6954,FR71,SI01,1
6955,HU22,SI01,2
6956,ITD4,SI01,3
6957,LU00,SI01,1
6958,NL33,SI01,1
6959,PL11,SI01,1
6960,SE32,SI01,1
6961,SK02,SI01,2
6962,SK03,SI01,1
6963,UKL1,SI01,1
6964,AT13,SI02,1
6965,AT21,SI02,3
6966,AT22,SI02,1
6967,BE22,SI02,1
6968,CZ05,SI02,1
6969,DE12,SI02,1
6970,DE71,SI02,1
6971,DEA2,SI02,1
6972,DED1,SI02,1
6973,FR82,SI02,1
6974,GR22,SI02,1
6975,GR30,SI02,1
6976,HU22,SI02,1
6977,ITC1,SI02,1
6978,ITC4,SI02,2
6979,ITD1,SI02,1
6980,ITD5,SI02,2
6981,ITE1,SI02,1
6982,ITE3,SI02,1
6983,PL32,SI02,1
6984,PL61,SI02,1
6985,SK01,SI02,1
6986,SK03,SI02,1
6987,UKF1,SI02,1
6988,AT13,SK01,1
6989,BE24,SK01,1
6990,BG32,SK01,1
6991,BG41,SK01,1
6992,CY00,SK01,1
6993,CZ01,SK01,1
6994,CZ02,SK01,1
6995,CZ06,SK01,3
6996,DE14,SK01,1
6997,DE50,SK01,1
6998,FI18,SK01,1
6999,GR12,SK01,1
7000,HU10,SK01,1
7001,HU21,SK01,1
7002,HU22,SK01,1
7003,HU33,SK01,1
7004,ITE2,SK01,1
7005,NL33,SK01,1
7006,PL21,SK01,1
7007,PL61,SK01,1
7008,SI02,SK01,1
7009,AT12,SK02,3
7010,BE25,SK02,1
7011,CZ02,SK02,2
7012,CZ03,SK02,2
7013,CZ04,SK02,1
7014,CZ05,SK02,2
7015,CZ06,SK02,12
7016,CZ07,SK02,11
7017,DE13,SK02,1
7018,DEA3,SK02,1
7019,DEE0,SK02,2
7020,ES42,SK02,1
7021,FI18,SK02,1
7022,HU10,SK02,2
7023,HU21,SK02,4
7024,HU22,SK02,1
7025,HU23,SK02,3
7026,HU32,SK02,1
7027,HU33,SK02,6
7028,ITC1,SK02,3
7029,ITD3,SK02,2
7030,ITD5,SK02,1
7031,NL33,SK02,1
7032,PL11,SK02,1
7033,PL12,SK02,1
7034,PL21,SK02,2
7035,PL22,SK02,3
7036,PL31,SK02,1
7037,PL33,SK02,1
7038,PL34,SK02,1
7039,PL43,SK02,1
7040,PL61,SK02,1
7041,RO12,SK02,3
7042,RO42,SK02,1
7043,SI01,SK02,2
7046,AT22,SK03,1
7047,BE21,SK03,1
7048,BE34,SK03,1
7049,BG31,SK03,1
7050,BG41,SK03,1
7051,CZ02,SK03,4
7052,CZ03,SK03,4
7053,CZ04,SK03,2
7054,CZ05,SK03,6
7055,CZ06,SK03,1
7056,CZ07,SK03,4
7057,CZ08,SK03,8
7058,DE13,SK03,1
7059,DE23,SK03,1
7060,DEA1,SK03,1
7061,DEE0,SK03,1
7062,DEG0,SK03,1
7063,EE00,SK03,1
7064,FI1A,SK03,1
7065,FR10,SK03,3
7066,FR25,SK03,1
7067,FR71,SK03,3
7068,GR12,SK03,1
7069,GR14,SK03,1
7070,HU10,SK03,1
7071,HU21,SK03,2
7072,HU22,SK03,2
7073,HU31,SK03,5
7074,HU33,SK03,3
7075,IE01,SK03,1
7076,ITC4,SK03,1
7077,ITD5,SK03,2
7078,ITE3,SK03,1
7079,ITF3,SK03,1
7080,LT00,SK03,1
7081,LU00,SK03,1
7082,LV00,SK03,1
7083,MT00,SK03,1
7084,NL13,SK03,1
7085,NL42,SK03,1
7086,PL12,SK03,3
7087,PL21,SK03,1
7088,PL22,SK03,5
7089,PL32,SK03,1
7090,PL41,SK03,1
7091,PL42,SK03,1
7092,SE12,SK03,1
7093,SI01,SK03,1
7094,SI02,SK03,1
7096,UKK2,SK03,1
7097,BG32,SK04,1
7098,BG42,SK04,1
7099,CH05,SK04,1
7100,CZ02,SK04,2
7101,CZ05,SK04,7
7102,CZ06,SK04,7
7103,CZ07,SK04,2
7104,CZ08,SK04,3
7105,DE42,SK04,1
7106,DE72,SK04,2
7107,DE91,SK04,1
7108,DEA1,SK04,2
7109,ES52,SK04,1
7110,FR10,SK04,1
7111,FR25,SK04,1
7112,FR52,SK04,1
7113,FR82,SK04,1
7114,HU10,SK04,1
7115,HU22,SK04,1
7116,HU31,SK04,5
7117,HU32,SK04,4
7118,HU33,SK04,2
7119,ITC4,SK04,1
7120,ITD3,SK04,1
7121,ITE3,SK04,1
7122,LT00,SK04,1
7123,NL33,SK04,1
7124,NL42,SK04,1
7125,PL11,SK04,1
7126,PL12,SK04,1
7127,PL21,SK04,6
7128,PL22,SK04,5
7129,PL31,SK04,2
7130,PL32,SK04,11
7131,RO12,SK04,1
7133,DE11,UKC1,1
7134,DEA2,UKC1,1
7135,DE14,UKC2,1
7136,DE91,UKC2,1
7137,DEA1,UKC2,3
7138,DEA3,UKC2,1
7139,DEA5,UKC2,1
7140,FR10,UKC2,2
7141,FR22,UKC2,1
7142,FR41,UKC2,1
7143,FR51,UKC2,1
7144,NL11,UKC2,1
7145,NO03,UKC2,1
7146,NO04,UKC2,1
7147,NO05,UKC2,1
7148,PL41,UKC2,1
7149,SE22,UKC2,1
7150,DE92,UKD1,2
7151,FR22,UKD1,1
7152,IE02,UKD1,1
7153,PL63,UKD1,2
7154,BE34,UKD2,1
7155,CZ04,UKD2,1
7156,DE13,UKD2,1
7157,DE14,UKD2,1
7158,DE30,UKD2,1
7159,DEA1,UKD2,1
7160,DEF0,UKD2,1
7161,FR26,UKD2,2
7162,FR43,UKD2,1
7163,FR53,UKD2,1
7164,ITE3,UKD2,1
7165,PT16,UKD2,1
7166,DE11,UKD3,1
7167,DE91,UKD3,1
7168,DEA4,UKD3,2
7169,DED1,UKD3,1
7170,DEF0,UKD3,1
7171,ES61,UKD3,2
7172,FR10,UKD3,3
7173,FR21,UKD3,1
7174,FR30,UKD3,2
7175,FR51,UKD3,1
7176,NL32,UKD3,1
7177,DEA3,UKD4,2
7178,DEA5,UKD4,1
7179,DEB3,UKD4,1
7180,DEF0,UKD4,1
7181,DK05,UKD4,1
7182,FR22,UKD4,1
7183,FR81,UKD4,3
7184,HU21,UKD4,1
7185,NL21,UKD4,1
7186,NL23,UKD4,1
7187,PL21,UKD4,1
7188,PL31,UKD4,1
7189,PL41,UKD4,1
7190,PT11,UKD4,1
7191,DEA2,UKD5,1
7192,FR10,UKD5,1
7193,FR30,UKD5,1
7194,IE02,UKD5,1
7195,ITE1,UKD5,1
7196,ITE4,UKD5,1
7197,ITF3,UKD5,1
7198,RO41,UKD5,1
7199,DE50,UKE1,1
7200,DE93,UKE1,1
7201,DEA2,UKE1,1
7202,DEA4,UKE1,2
7203,FR10,UKE1,1
7204,FR22,UKE1,1
7205,FR23,UKE1,1
7206,FR62,UKE1,1
7207,FR71,UKE1,1
7208,IS00,UKE1,1
7209,NL33,UKE1,1
7210,NO07,UKE1,1
7211,PL41,UKE1,1
7212,PL42,UKE1,1
7213,DE91,UKE2,1
7214,DEA3,UKE2,1
7215,FR26,UKE2,1
7216,IE02,UKE2,1
7217,ITC4,UKE2,1
7218,NO02,UKE2,1
7219,DE11,UKE3,1
7220,DEA3,UKE3,1
7221,DEA5,UKE3,1
7222,DEB3,UKE3,1
7223,DED2,UKE3,1
7224,FR30,UKE3,1
7225,HU31,UKE3,1
7226,PL22,UKE3,1
7227,BE33,UKE4,1
7228,CZ06,UKE4,1
7229,DE92,UKE4,1
7230,DE94,UKE4,1
7231,DEA1,UKE4,1
7232,DEA2,UKE4,1
7233,DEA3,UKE4,1
7234,DEA5,UKE4,6
7235,FR10,UKE4,1
7236,FR30,UKE4,5
7237,FR62,UKE4,1
7238,FR71,UKE4,1
7239,FR72,UKE4,1
7240,IE01,UKE4,1
7241,PL41,UKE4,1
7242,RO42,UKE4,1
7243,BE23,UKF1,1
7244,DE11,UKF1,1
7245,DE12,UKF1,1
7246,DE13,UKF1,1
7247,DE71,UKF1,3
7248,DE94,UKF1,1
7249,DEA1,UKF1,1
7250,DEA4,UKF1,1
7251,FR21,UKF1,2
7252,FR24,UKF1,2
7253,FR30,UKF1,1
7254,NL32,UKF1,1
7255,PL41,UKF1,1
7256,RO42,UKF1,1
7257,SI02,UKF1,1
7259,BE35,UKF2,1
7260,BG42,UKF2,1
7261,DE11,UKF2,1
7262,DE72,UKF2,1
7263,DEA1,UKF2,1
7264,DEA4,UKF2,1
7265,DEB2,UKF2,1
7266,FR10,UKF2,1
7267,FR41,UKF2,1
7268,FR42,UKF2,1
7269,FR53,UKF2,2
7270,FR71,UKF2,1
7271,PL31,UKF2,1
7272,DEA2,UKF3,1
7273,FR23,UKF3,1
7274,FR51,UKF3,2
7275,FR71,UKF3,1
7276,PL11,UKF3,1
7278,DE26,UKG1,1
7279,DE42,UKG1,1
7280,DE71,UKG1,1
7281,DE73,UKG1,2
7282,DE93,UKG1,1
7283,DEA2,UKG1,1
7284,ES42,UKG1,1
7285,FR10,UKG1,4
7286,FR22,UKG1,1
7287,FR23,UKG1,1
7288,FR24,UKG1,3
7289,FR25,UKG1,1
7290,FR26,UKG1,1
7291,FR42,UKG1,1
7292,FR52,UKG1,1
7293,FR71,UKG1,1
7294,DE23,UKG2,1
7295,DE25,UKG2,1
7296,DE71,UKG2,1
7297,DE72,UKG2,1
7298,DE94,UKG2,1
7299,DEA5,UKG2,1
7300,ES51,UKG2,1
7301,FR10,UKG2,2
7302,FR53,UKG2,1
7303,FR61,UKG2,1
7304,FR71,UKG2,1
7305,ITD5,UKG2,2
7306,PL51,UKG2,1
7307,RO12,UKG2,1
7308,AT22,UKG3,1
7309,CZ01,UKG3,1
7310,CZ08,UKG3,1
7311,DE71,UKG3,1
7312,DED2,UKG3,1
7313,DED3,UKG3,1
7314,DEF0,UKG3,1
7315,FR10,UKG3,1
7316,FR25,UKG3,1
7317,FR51,UKG3,1
7318,FR71,UKG3,3
7319,HU21,UKG3,1
7320,HU33,UKG3,1
7321,IE02,UKG3,1
7322,ITC4,UKG3,1
7323,ITD3,UKG3,1
7324,ITD5,UKG3,1
