UID,i,j,fij
1180,ITD2,DE22,2
1181,ITD3,DE22,5
1182,ITF1,DE22,1
1183,PL22,DE22,2
1184,PL32,DE22,1
1185,SI01,DE22,1
1186,UKM6,DE22,1
1187,AT11,DE23,1
1188,AT12,DE23,5
1189,AT22,DE23,1
1190,BE34,DE23,1
1191,CH06,DE23,1
1192,CZ03,DE23,8
1193,CZ04,DE23,2
1194,CZ05,DE23,1
1201,EE00,DE23,1
1202,FI13,DE23,1
1203,FR10,DE23,4
1204,FR25,DE23,1
1205,FR41,DE23,1
1206,FR52,DE23,1
1207,FR61,DE23,2
1208,FR72,DE23,1
1209,GR14,DE23,1
1210,HU22,DE23,1
1211,IE01,DE23,1
1212,ITC4,DE23,2
1213,ITD1,DE23,1
1214,ITD3,DE23,1
1215,ITE3,DE23,1
1216,LT00,DE23,1
1217,LU00,DE23,1
1218,LV00,DE23,1
1219,MT00,DE23,1
1220,NL42,DE23,1
1221,PL12,DE23,1
1222,PL22,DE23,1
1223,PL42,DE23,1
1224,PL51,DE23,1
1225,PL52,DE23,1
1226,PT17,DE23,1
1227,SE12,DE23,1
1228,SK03,DE23,1
1229,UKG2,DE23,1
1230,UKK2,DE23,1
1231,UKM5,DE23,1
1232,AT21,DE24,2
1233,AT31,DE24,2
1234,CZ01,DE24,1
1235,CZ04,DE24,2
1236,CZ05,DE24,2
1240,FR10,DE24,1
1241,FR52,DE24,2
1242,FR61,DE24,1
1243,FR62,DE24,1
1244,FR71,DE24,3
1245,FR81,DE24,1
1246,HU21,DE24,1
1247,HU32,DE24,1
1248,HU33,DE24,2
1249,ITC3,DE24,1
1250,ITD2,DE24,1
1251,ITD5,DE24,1
1252,ITE1,DE24,1
1253,ITE4,DE24,1
1254,NL42,DE24,2
1255,UKH2,DE24,1
1256,UKM3,DE24,1
1257,AT12,DE25,1
1258,AT21,DE25,1
1259,AT22,DE25,1
1260,AT31,DE25,3
1261,CH06,DE25,1
1262,CZ01,DE25,1
1263,CZ06,DE25,1
1271,ES61,DE25,2
1272,FI18,DE25,1
1273,FR10,DE25,2
1274,FR42,DE25,1
1275,FR51,DE25,2
1276,FR52,DE25,1
1277,FR61,DE25,1
1278,FR63,DE25,5
1279,FR82,DE25,1
1280,GR11,DE25,1
1281,GR14,DE25,1
1282,IE01,DE25,1
1283,ITD1,DE25,1
1284,ITD3,DE25,2
1285,ITD4,DE25,1
1286,ITD5,DE25,1
1287,ITE1,DE25,5
1288,ITE3,DE25,1
1289,PL12,DE25,1
1290,PL21,DE25,1
1291,PL63,DE25,1
1292,RO12,DE25,1
1293,SE12,DE25,2
1294,UKG2,DE25,1
1295,UKM3,DE25,1
1296,AT11,DE26,2
1297,AT12,DE26,2
1298,BE21,DE26,2
1299,CZ05,DE26,1
1300,CZ07,DE26,1
1304,ES41,DE26,1
1305,FI19,DE26,1
1306,FR23,DE26,1
1307,FR24,DE26,1
1308,FR25,DE26,4
1309,FR51,DE26,1
1310,FR52,DE26,1
1311,FR61,DE26,1
1312,FR81,DE26,1
1313,HU31,DE26,1
1314,HU33,DE26,1
1315,IE02,DE26,1
1316,ITC4,DE26,1
1317,ITD3,DE26,2
1318,ITE1,DE26,3
1319,ITF5,DE26,1
1320,NL41,DE26,1
1321,RO42,DE26,1
1322,SE33,DE26,1
1323,UKG1,DE26,1
1324,UKK2,DE26,1
1325,UKM2,DE26,1
1326,AT22,DE27,1
1327,AT33,DE27,2
1328,CZ05,DE27,2
1329,CZ07,DE27,2
1335,ES41,DE27,1
1336,FR10,DE27,4
1337,FR23,DE27,1
1338,FR24,DE27,3
1339,FR42,DE27,1
1340,FR51,DE27,1
1341,FR53,DE27,1
1342,FR62,DE27,1
1343,FR71,DE27,3
1344,FR72,DE27,2
1345,FR82,DE27,2
1346,HU22,DE27,1
1347,HU31,DE27,1
1348,IE02,DE27,1
1349,ITC1,DE27,1
1350,ITC4,DE27,2
1351,ITD1,DE27,1
1352,ITE4,DE27,2
1353,ITF1,DE27,4
1354,NO07,DE27,1
1355,PL42,DE27,1
1356,SE21,DE27,1
1357,UKJ2,DE27,1
1358,UKK1,DE27,1
1359,UKK2,DE27,1
1360,BE10,DE30,1
1361,CZ01,DE30,1
1376,DK01,DE30,2
1377,ES30,DE30,1
1378,FR10,DE30,5
1379,HU10,DE30,2
1380,ITD2,DE30,1
1381,ITD5,DE30,1
1382,NL32,DE30,1
1383,PL12,DE30,1
1384,PL22,DE30,1
1385,PL31,DE30,2
1386,PL42,DE30,2
1387,PL43,DE30,2
1388,UKD2,DE30,1
1389,UKH2,DE30,1
1390,UKI1,DE30,1
1391,UKI2,DE30,1
1392,BG32,DE41,1
1393,BG42,DE41,1
1394,CH04,DE41,1
1395,CZ02,DE41,4
1396,CZ04,DE41,1
1411,DK01,DE41,1
1412,FI18,DE41,1
1413,FR10,DE41,4
1414,FR21,DE41,1
1415,FR23,DE41,1
1416,FR61,DE41,1
1417,FR81,DE41,1
1418,ITE1,DE41,2
1419,MT00,DE41,1
1420,PL32,DE41,1
1421,PL34,DE41,1
1422,PL41,DE41,1
1423,PL42,DE41,7
1424,PL43,DE41,9
1425,PL51,DE41,1
1426,AT12,DE42,1
1427,BE24,DE42,1
1428,BG33,DE42,1
1429,CH03,DE42,1
1430,CH06,DE42,1
1431,CZ02,DE42,1
1432,CZ05,DE42,1
1449,DK05,DE42,1
1450,FI19,DE42,1
1451,FR10,DE42,5
1452,FR22,DE42,1
1453,FR23,DE42,1
1454,HU21,DE42,1
1455,HU32,DE42,2
1456,ITE1,DE42,1
1457,ITE2,DE42,1
1458,ITF1,DE42,1
1459,ITF3,DE42,2
1460,LV00,DE42,1
1461,PL41,DE42,2
1462,PL43,DE42,7
1463,PL52,DE42,1
1464,PL61,DE42,1
1465,PL63,DE42,2
1466,RO41,DE42,1
1467,SE12,DE42,2
1468,SK04,DE42,1
1469,UKG1,DE42,1
1470,UKJ2,DE42,1
1472,DK05,DE50,1
1473,FI19,DE50,1
1474,LV00,DE50,1
1475,PL42,DE50,1
1476,PL63,DE50,1
1477,SK01,DE50,1
1478,UKE1,DE50,1
1479,BG33,DE60,1
1480,CZ01,DE60,1
1482,ES12,DE60,1
1483,FR82,DE60,1
1484,HU33,DE60,1
1485,AT12,DE71,2
1486,AT21,DE71,2
1487,AT22,DE71,2
1488,AT31,DE71,1
1489,AT33,DE71,2
1490,BE21,DE71,2
1491,BE23,DE71,2
1492,BE25,DE71,3
1493,CH01,DE71,1
1494,CH02,DE71,1
1495,CZ01,DE71,1
1496,CZ02,DE71,3
1497,CZ04,DE71,1
1498,CZ05,DE71,2
1499,CZ07,DE71,1
1500,CZ08,DE71,2
1511,ES21,DE71,1
1512,ES23,DE71,1
1513,ES41,DE71,1
1514,ES51,DE71,1
1515,FI13,DE71,1
1516,FR10,DE71,15
1517,FR21,DE71,6
1518,FR23,DE71,1
1519,FR24,DE71,5
1520,FR25,DE71,2
1521,FR26,DE71,2
1522,FR41,DE71,1
1523,FR51,DE71,1
1524,FR61,DE71,3
1525,FR62,DE71,1
1526,FR71,DE71,8
1527,FR72,DE71,1
1528,FR81,DE71,1
1529,FR82,DE71,3
1530,GR12,DE71,1
1531,HU10,DE71,1
1532,HU21,DE71,1
1533,HU22,DE71,2
1534,HU23,DE71,4
1535,HU31,DE71,1
1536,HU33,DE71,2
1537,ITC1,DE71,1
1538,ITC3,DE71,1
1539,ITC4,DE71,3
1540,ITD1,DE71,4
1541,ITD2,DE71,1
1542,ITD3,DE71,3
1543,ITE1,DE71,3
1544,ITE4,DE71,3
1545,ITF3,DE71,1
1546,ITG1,DE71,2
1547,LU00,DE71,2
1548,LV00,DE71,3
1549,NL21,DE71,1
1550,NL32,DE71,1
1551,NL34,DE71,1
1552,NO06,DE71,1
1553,PL12,DE71,1
1554,PL21,DE71,2
1555,PL32,DE71,1
1556,PL34,DE71,1
1557,PL41,DE71,2
1558,PL51,DE71,3
1559,PT11,DE71,1
1560,RO12,DE71,1
1561,SI02,DE71,1
1562,UKF1,DE71,3
1563,UKG1,DE71,1
1564,UKG2,DE71,1
1565,UKG3,DE71,1
1566,UKH1,DE71,2
1567,UKH2,DE71,2
1568,UKJ1,DE71,1
1569,UKJ4,DE71,3
1570,UKK2,DE71,2
1571,UKK4,DE71,1
1572,UKL1,DE71,1
1573,AT12,DE72,3
1574,AT22,DE72,2
1575,AT33,DE72,1
1576,BE23,DE72,1
1577,BE25,DE72,1
1578,CZ03,DE72,1
1579,CZ05,DE72,1
1580,CZ08,DE72,1
1587,FR10,DE72,1
1588,FR53,DE72,1
1589,FR71,DE72,2
1590,FR81,DE72,1
1591,FR82,DE72,1
1592,HU33,DE72,1
1593,ITC1,DE72,1
1594,ITD2,DE72,1
1595,ITD3,DE72,1
1596,ITD5,DE72,1
1597,ITE1,DE72,1
1598,PL22,DE72,1
1599,PL52,DE72,1
1600,PL62,DE72,2
1601,SI01,DE72,1
1602,SK04,DE72,2
1603,UKF2,DE72,1
1604,UKG2,DE72,1
1605,UKH3,DE72,1
1606,UKJ1,DE72,1
1607,UKJ3,DE72,1
1608,UKK2,DE72,1
1609,AT33,DE73,1
1610,BG31,DE73,1
1611,CZ04,DE73,2
1612,CZ05,DE73,3
1613,CZ07,DE73,1
1618,ES30,DE73,1
1619,FI13,DE73,1
1620,FI1A,DE73,1
1621,FR10,DE73,2
1622,FR24,DE73,2
1623,FR25,DE73,1
1624,FR41,DE73,1
1625,FR42,DE73,1
1626,FR52,DE73,1
1627,FR71,DE73,2
1628,HU21,DE73,1
1629,ITE1,DE73,1
1630,PL41,DE73,1
1631,PL42,DE73,1
1632,PL43,DE73,1
1633,PL52,DE73,1
1634,UKG1,DE73,2
1635,UKJ3,DE73,1
1636,UKK2,DE73,2
1637,AT21,DE80,1
1638,AT31,DE80,1
1639,BE21,DE80,1
1640,BG32,DE80,1
1641,BG33,DE80,1
1653,DK01,DE80,2
1654,DK03,DE80,3
1655,DK04,DE80,1
1656,EE00,DE80,3
1657,FI18,DE80,2
1658,FI19,DE80,2
1659,FI1A,DE80,1
1660,FR10,DE80,1
1661,FR21,DE80,1
1662,FR26,DE80,1
1663,FR30,DE80,1
1664,FR51,DE80,1
1665,HU31,DE80,1
1666,ITC1,DE80,1
1667,LV00,DE80,3
1668,NO02,DE80,1
1669,PL41,DE80,2
1670,PL42,DE80,16
1671,PL61,DE80,1
1672,PL63,DE80,1
1673,SE22,DE80,5
1674,SE23,DE80,1
1675,AT11,DE91,1
1676,AT31,DE91,1
1677,CZ02,DE91,1
1686,FI18,DE91,1
1687,FR10,DE91,7
1688,FR25,DE91,4
1689,FR30,DE91,1
1690,FR52,DE91,2
1691,FR61,DE91,4
1692,FR81,DE91,1
1693,FR82,DE91,2
1694,GR11,DE91,1
1695,ITE4,DE91,1
1696,ITF3,DE91,1
1697,PL11,DE91,1
1698,PL22,DE91,2
1699,PL51,DE91,3
1700,PL52,DE91,3
1701,PL61,DE91,1
1702,PL62,DE91,1
1703,PL63,DE91,3
1704,RO11,DE91,1
1705,RO42,DE91,1
1706,SK04,DE91,1
1707,UKC2,DE91,1
1708,UKD3,DE91,1
1709,UKE2,DE91,1
1710,UKH2,DE91,1
1711,UKI1,DE91,1
1712,UKJ1,DE91,2
1713,UKK1,DE91,3
1714,AT12,DE92,1
1715,BE23,DE92,1
1716,BE25,DE92,1
1721,ES30,DE92,1
1722,FR10,DE92,2
1723,FR23,DE92,3
1724,FR25,DE92,3
1725,FR51,DE92,1
1726,FR53,DE92,3
1727,FR61,DE92,1
1728,FR81,DE92,1
1729,HU21,DE92,1
1730,ITC4,DE92,1
1731,ITE4,DE92,1
1732,PL21,DE92,2
1733,PL41,DE92,3
1734,PL43,DE92,3
1735,PL51,DE92,1
1736,PL61,DE92,1
1737,PL62,DE92,1
1738,PL63,DE92,1
1739,SE21,DE92,1
1740,SI01,DE92,1
1741,UKD1,DE92,2
1742,UKE4,DE92,1
1743,UKK1,DE92,3
1744,UKK4,DE92,1
1748,DK02,DE93,1
1749,DK04,DE93,1
1750,EE00,DE93,1
1751,FI18,DE93,3
1752,FR10,DE93,2
1753,FR21,DE93,1
1754,FR22,DE93,1
1755,FR23,DE93,2
1756,FR24,DE93,1
1757,FR52,DE93,1
1758,FR62,DE93,1
1759,IS00,DE93,1
1760,ITC1,DE93,1
1761,ITC3,DE93,1
1762,ITE1,DE93,1
1763,PL32,DE93,1
1764,PL41,DE93,3
1765,PL42,DE93,1
1766,PL43,DE93,3
1767,PL51,DE93,1
1768,PL62,DE93,1
1769,PL63,DE93,2
1770,PT16,DE93,1
1771,UKE1,DE93,1
1772,UKG1,DE93,1
1773,UKK4,DE93,2
1774,AT12,DE94,1
1775,AT21,DE94,2
1776,BE23,DE94,1
1785,ES23,DE94,1
1786,ES51,DE94,1
1787,ES52,DE94,1
1788,FR23,DE94,5
1789,FR25,DE94,1
1790,FR51,DE94,3
1791,FR52,DE94,1
1792,FR53,DE94,1
1793,FR72,DE94,2
1794,HU32,DE94,1
1795,ITE4,DE94,1
1796,NL11,DE94,1
1797,NL13,DE94,1
1798,NL32,DE94,1
1799,NO04,DE94,1
1800,PL12,DE94,1
1801,PL31,DE94,1
1802,PL32,DE94,2
1803,PL33,DE94,1
1804,PL41,DE94,2
1805,PL42,DE94,2
1806,PL43,DE94,1
1807,PL51,DE94,3
1808,PL61,DE94,1
1809,PL62,DE94,4
1810,PT11,DE94,1
1811,UKE4,DE94,1
1812,UKF1,DE94,1
1813,UKG2,DE94,1
1814,UKK1,DE94,2
1815,UKM2,DE94,1
1816,AT12,DEA1,1
1817,BE21,DEA1,1
1818,BE22,DEA1,1
1819,BE23,DEA1,1
1820,BE33,DEA1,1
1830,EE00,DEA1,1
1831,ES41,DEA1,1
1832,ES42,DEA1,1
1833,ES51,DEA1,2
1834,ES61,DEA1,1
1835,FI18,DEA1,2
1836,FI1A,DEA1,1
1837,FR10,DEA1,6
1838,FR22,DEA1,1
1839,FR23,DEA1,1
1840,FR24,DEA1,2
1841,FR26,DEA1,1
1842,FR30,DEA1,8
1843,FR51,DEA1,1
1844,FR52,DEA1,1
1845,FR53,DEA1,2
1846,FR62,DEA1,2
1847,FR71,DEA1,4
1848,ITC1,DEA1,1
1849,ITG2,DEA1,2
1850,LT00,DEA1,2
1851,LV00,DEA1,1
1852,NL33,DEA1,2
1853,NL42,DEA1,2
1854,NO02,DEA1,1
1855,PL12,DEA1,1
1856,PL22,DEA1,4
1857,PL41,DEA1,1
1858,PL51,DEA1,2
1859,PL52,DEA1,1
1860,PL61,DEA1,2
1861,PL62,DEA1,2
1862,SI01,DEA1,1
1863,SK03,DEA1,1
1864,SK04,DEA1,2
1865,UKC2,DEA1,3
1866,UKD2,DEA1,1
1867,UKE4,DEA1,1
1868,UKF1,DEA1,1
1869,UKF2,DEA1,1
1870,UKH1,DEA1,3
1871,UKH3,DEA1,2
1872,UKJ1,DEA1,1
1873,UKJ3,DEA1,1
1874,UKK1,DEA1,1
1875,AT21,DEA2,1
1876,AT31,DEA2,1
1877,BE21,DEA2,1
1878,BE25,DEA2,1
1879,BE33,DEA2,3
1880,CY00,DEA2,2
1889,ES42,DEA2,1
1890,ES51,DEA2,1
1891,FI18,DEA2,1
1892,FI1A,DEA2,2
1893,FR10,DEA2,13
1894,FR21,DEA2,2
1895,FR22,DEA2,3
1896,FR23,DEA2,2
1897,FR25,DEA2,1
1898,FR30,DEA2,7
1899,FR41,DEA2,1
1900,FR51,DEA2,2
1901,FR52,DEA2,4
1902,FR53,DEA2,1
1903,FR61,DEA2,2
1904,FR71,DEA2,1
1905,FR81,DEA2,1
1906,FR82,DEA2,3
1907,GR12,DEA2,1
1908,GR22,DEA2,1
1909,HU33,DEA2,1
1910,IE02,DEA2,1
1911,ITC1,DEA2,1
1912,LU00,DEA2,1
1913,NL32,DEA2,1
1914,NL33,DEA2,2
1915,PL21,DEA2,2
1916,PL22,DEA2,4
1917,PL51,DEA2,4
1918,PL52,DEA2,2
1919,PT11,DEA2,1
1920,RO11,DEA2,2
1921,SE31,DEA2,1
1922,SI02,DEA2,1
1923,UKC1,DEA2,1
1924,UKD5,DEA2,1
1925,UKE1,DEA2,1
1926,UKE4,DEA2,1
1927,UKF3,DEA2,1
1928,UKG1,DEA2,1
1929,UKH1,DEA2,3
1930,UKH2,DEA2,1
1931,UKH3,DEA2,1
1932,UKJ1,DEA2,2
1933,UKJ3,DEA2,2
1934,UKJ4,DEA2,2
1935,UKK4,DEA2,2
1936,UKN0,DEA2,1
1937,AT21,DEA3,1
1946,DK01,DEA3,1
1947,FI13,DEA3,1
1948,FR10,DEA3,2
1949,FR21,DEA3,2
1950,FR22,DEA3,1
1951,FR23,DEA3,1
1952,FR24,DEA3,2
1953,FR25,DEA3,1
1954,FR30,DEA3,4
1955,FR51,DEA3,1
1956,FR52,DEA3,1
1957,FR62,DEA3,1
1958,FR82,DEA3,1
1959,HU21,DEA3,1
1960,HU22,DEA3,1
1961,HU33,DEA3,1
1962,ITD4,DEA3,1
1963,ITE1,DEA3,2
1964,LT00,DEA3,1
1965,LU00,DEA3,1
1966,NL21,DEA3,3
1967,NL33,DEA3,1
1968,NO04,DEA3,1
1969,PL11,DEA3,1
1970,PL22,DEA3,4
1971,PL31,DEA3,1
1972,PL41,DEA3,1
1973,PL51,DEA3,3
1974,PL52,DEA3,1
1975,PL61,DEA3,1
1976,PL62,DEA3,2
1977,PL63,DEA3,2
1978,PT16,DEA3,1
1979,SK02,DEA3,1
1980,UKC2,DEA3,1
1981,UKD4,DEA3,2
1982,UKE2,DEA3,1
1983,UKE3,DEA3,1
1984,UKE4,DEA3,1
1985,UKJ4,DEA3,2
1986,AT21,DEA4,1
1987,AT33,DEA4,1
1988,BE22,DEA4,1
1996,DK01,DEA4,1
1997,DK03,DEA4,1
1998,ES22,DEA4,1
1999,FI13,DEA4,1
2000,FI19,DEA4,1
2001,FI1A,DEA4,1
2002,FR10,DEA4,1
2003,FR23,DEA4,1
2004,FR24,DEA4,1
2005,FR25,DEA4,1
2006,FR30,DEA4,2
2007,FR41,DEA4,1
2008,FR51,DEA4,1
2009,FR52,DEA4,1
2010,FR62,DEA4,1
2011,FR71,DEA4,1
2012,FR72,DEA4,2
2013,HU10,DEA4,2
2014,HU32,DEA4,1
2015,HU33,DEA4,1
2016,IE02,DEA4,1
2017,ITD3,DEA4,1
2018,LV00,DEA4,1
2019,PL21,DEA4,1
2020,PL32,DEA4,3
2021,PL42,DEA4,1
2022,PL43,DEA4,2
2023,PL51,DEA4,1
2024,PL61,DEA4,1
2025,RO12,DEA4,1
2026,SE31,DEA4,2
2027,UKD3,DEA4,2
2028,UKE1,DEA4,2
2029,UKF1,DEA4,1
2030,UKF2,DEA4,1
2031,UKN0,DEA4,1
2032,AT12,DEA5,1
2033,AT21,DEA5,1
2034,AT33,DEA5,1
2035,BE24,DEA5,4
2036,BE25,DEA5,1
2037,BE31,DEA5,2
2049,ES12,DEA5,1
2050,FR10,DEA5,3
2051,FR21,DEA5,2
2052,FR22,DEA5,2
2053,FR23,DEA5,1
2054,FR24,DEA5,3
2055,FR30,DEA5,19
2056,FR41,DEA5,2
2057,FR51,DEA5,3
2058,FR53,DEA5,1
2059,FR72,DEA5,1
2060,HU21,DEA5,2
2061,HU32,DEA5,1
2062,ITE1,DEA5,1
2063,ITF3,DEA5,1
2064,ITG1,DEA5,3
2065,LT00,DEA5,2
2066,NL21,DEA5,3
2067,NL22,DEA5,1
2068,NL41,DEA5,1
2069,PL21,DEA5,4
2070,PL22,DEA5,1
2071,PL41,DEA5,2
2072,PL42,DEA5,1
2073,PL43,DEA5,3
2074,PL51,DEA5,1
2075,PL52,DEA5,1
2076,PL62,DEA5,1
2077,RO12,DEA5,1
2078,UKC2,DEA5,1
2079,UKD4,DEA5,1
2080,UKE3,DEA5,1
2081,UKE4,DEA5,6
2082,UKG2,DEA5,1
2083,UKI2,DEA5,1
2084,UKJ2,DEA5,2
2085,UKL2,DEA5,1
2086,AT12,DEB1,1
2087,AT31,DEB1,1
2088,BE21,DEB1,2
2089,CZ07,DEB1,1
2097,FR10,DEB1,2
2098,FR24,DEB1,1
2099,FR26,DEB1,6
2100,FR30,DEB1,2
2101,FR71,DEB1,2
2102,FR82,DEB1,1
2103,HU22,DEB1,1
2104,HU31,DEB1,1
2105,ITC1,DEB1,1
2106,ITC4,DEB1,1
2107,MT00,DEB1,1
2108,NL42,DEB1,1
2109,PL52,DEB1,1
2110,PL62,DEB1,1
2111,UKH1,DEB1,1
2112,UKI2,DEB1,1
2113,UKJ2,DEB1,2
2114,UKJ4,DEB1,1
2115,UKK3,DEB1,1
2116,BE34,DEB2,1
2117,CZ04,DEB2,1
2121,FR10,DEB2,1
2122,FR21,DEB2,1
2123,FR41,DEB2,1
2124,ITD2,DEB2,1
2125,ITE3,DEB2,1
2126,LU00,DEB2,1
2127,NL41,DEB2,1
2128,PL63,DEB2,1
2129,UKF2,DEB2,1
2130,UKJ1,DEB2,1
2131,UKK1,DEB2,1
2132,AT11,DEB3,1
2133,AT32,DEB3,1
2134,BE21,DEB3,1
2135,BE24,DEB3,1
2136,BG31,DEB3,1
2151,ES52,DEB3,2
2152,FR10,DEB3,3
2153,FR21,DEB3,2
2154,FR26,DEB3,7
2155,FR30,DEB3,1
2156,FR42,DEB3,1
2157,FR52,DEB3,2
2158,FR53,DEB3,1
2159,FR61,DEB3,1
2160,HU22,DEB3,1
2161,HU31,DEB3,2
2162,ITC1,DEB3,1
2163,ITD1,DEB3,2
2164,ITD3,DEB3,3
2165,ITD5,DEB3,1
2166,PL41,DEB3,1
2167,PL52,DEB3,1
2168,PL63,DEB3,1
2169,PT11,DEB3,1
2170,UKD4,DEB3,1
2171,UKE3,DEB3,1
2172,UKH2,DEB3,4
2173,UKI2,DEB3,1
2174,UKK2,DEB3,1
2175,CZ05,DEC0,2
2185,ES61,DEC0,1
2186,FR10,DEC0,5
2187,FR23,DEC0,1
2188,FR24,DEC0,1
2189,FR26,DEC0,1
2190,FR41,DEC0,4
2191,FR51,DEC0,5
2192,FR53,DEC0,2
2193,FR61,DEC0,1
2194,ITE1,DEC0,2
2195,ITF1,DEC0,1
2196,ITF3,DEC0,1
2197,PL41,DEC0,1
2198,PL43,DEC0,1
2199,AT31,DED1,1
2200,BG32,DED1,1
2201,CZ02,DED1,1
2202,CZ04,DED1,5
2203,CZ05,DED1,2
2204,CZ07,DED1,1
2205,CZ08,DED1,1
2222,EE00,DED1,1
2223,FI19,DED1,1
2224,FR10,DED1,1
2225,FR26,DED1,1
2226,FR30,DED1,1
2227,FR41,DED1,1
2228,FR42,DED1,1
2229,HU10,DED1,1
2230,HU21,DED1,1
2231,HU23,DED1,1
2232,ITE1,DED1,1
2233,NL32,DED1,1
2234,NL33,DED1,1
2235,PL11,DED1,2
2236,PL22,DED1,1
2237,PL34,DED1,1
2238,PL51,DED1,1
2239,RO11,DED1,1
2240,SI02,DED1,1
2241,UKD3,DED1,1
2242,AT12,DED2,1
2243,AT32,DED2,1
2244,CZ02,DED2,1
2245,CZ04,DED2,5
2246,CZ05,DED2,6
2247,CZ08,DED2,2
2259,FI13,DED2,1
2260,FI19,DED2,1
2261,FR10,DED2,1
2262,FR21,DED2,1
2263,FR22,DED2,2
2264,FR24,DED2,1
2265,FR41,DED2,2
2266,FR42,DED2,1
2267,HU33,DED2,2
2268,ITE1,DED2,1
2269,ITE4,DED2,1
2270,ITF3,DED2,1
2271,ITF4,DED2,1
2272,NL33,DED2,1
2273,PL43,DED2,1
2274,PL51,DED2,15
2275,PL52,DED2,1
2276,UKE3,DED2,1
2277,UKG3,DED2,1
2278,BG42,DED3,1
2279,CZ06,DED3,7
2290,FR10,DED3,1
2291,FR71,DED3,5
2292,GR12,DED3,1
2293,HU23,DED3,2
2294,ITC4,DED3,1
2295,ITD5,DED3,1
2296,PL11,DED3,1
2297,PL21,DED3,1
2298,PL41,DED3,1
2299,PL63,DED3,1
2300,UKG3,DED3,1
2301,AT21,DEE0,1
2302,AT31,DEE0,1
2303,CZ04,DEE0,1
2304,CZ05,DEE0,3
2305,CZ06,DEE0,1
2323,EE00,DEE0,1
2324,FI1A,DEE0,2
2325,FR10,DEE0,5
2326,FR23,DEE0,1
2327,FR24,DEE0,2
2328,FR30,DEE0,1
2329,FR51,DEE0,1
2330,FR71,DEE0,2
2331,HU31,DEE0,1
2332,HU33,DEE0,1
2333,ITE4,DEE0,1
2334,ITF4,DEE0,1
2335,LT00,DEE0,1
2336,PL11,DEE0,1
2337,PL12,DEE0,1
2338,PL22,DEE0,4
2339,PL31,DEE0,1
2340,PL32,DEE0,1
2341,PL42,DEE0,1
2342,PL51,DEE0,1
2343,PL63,DEE0,1
2344,PT16,DEE0,1
2345,SK02,DEE0,2
2346,SK03,DEE0,1
2347,UKH1,DEE0,1
2348,AT21,DEF0,2
2349,AT31,DEF0,2
2350,BE23,DEF0,1
2351,BE33,DEF0,1
2352,BE35,DEF0,1
2357,DK01,DEF0,1
2358,DK02,DEF0,2
2359,DK03,DEF0,4
2360,DK05,DEF0,1
2361,EE00,DEF0,8
2362,ES51,DEF0,1
2363,FI18,DEF0,2
2364,FI19,DEF0,1
2365,FR10,DEF0,3
2366,FR24,DEF0,2
2367,FR30,DEF0,1
2368,FR52,DEF0,2
2369,FR53,DEF0,1
2370,FR71,DEF0,1
2371,HU23,DEF0,1
2372,ITD5,DEF0,1
2373,LT00,DEF0,2
2374,NL11,DEF0,2
2375,NL23,DEF0,1
2376,NL33,DEF0,2
2377,NO03,DEF0,1
2378,NO05,DEF0,1
2379,PL41,DEF0,2
2380,PL42,DEF0,9
2381,PL52,DEF0,1
2382,PL62,DEF0,1
2383,PL63,DEF0,3
2384,SE11,DEF0,1
2385,SE12,DEF0,1
2386,SE21,DEF0,1
2387,SE22,DEF0,2
2388,UKD2,DEF0,1
2389,UKD3,DEF0,1
2390,UKD4,DEF0,1
2391,UKG3,DEF0,1
2392,UKK1,DEF0,2
2393,UKK3,DEF0,1
2394,AT12,DEG0,1
2395,AT34,DEG0,1
2396,BE25,DEG0,1
2397,BG31,DEG0,2
2398,BG34,DEG0,1
2399,CH02,DEG0,1
2400,CZ03,DEG0,5
2401,CZ05,DEG0,2
2402,CZ06,DEG0,2
2403,CZ07,DEG0,1
2428,ES24,DEG0,1
2429,FI13,DEG0,1
2430,FI18,DEG0,1
2431,FR10,DEG0,3
2432,FR21,DEG0,3
2433,FR22,DEG0,2
2434,FR24,DEG0,1
2435,FR30,DEG0,5
2436,FR61,DEG0,2
2437,FR63,DEG0,2
2438,FR71,DEG0,2
2439,HU22,DEG0,1
2440,HU31,DEG0,1
2441,ITC1,DEG0,2
2442,ITD5,DEG0,1
2443,ITE1,DEG0,1
2444,LT00,DEG0,3
2445,NO02,DEG0,1
2446,PL11,DEG0,1
2447,PL12,DEG0,1
2448,PL21,DEG0,3
2449,PL32,DEG0,1
2450,PL33,DEG0,1
2451,PL41,DEG0,4
2452,PL43,DEG0,1
2453,PT11,DEG0,1
2454,RO12,DEG0,1
2455,RO42,DEG0,2
2456,SE23,DEG0,1
2457,SK03,DEG0,1
2458,AT21,DK01,1
2459,CZ01,DK01,2
2460,DE30,DK01,2
2461,DE41,DK01,1
2462,DE80,DK01,2
2463,DEA3,DK01,1
2464,DEA4,DK01,1
2465,DEF0,DK01,1
2466,FI18,DK01,5
2467,FI19,DK01,2
2468,FR10,DK01,3
2469,FR82,DK01,2
2470,HU21,DK01,1
2471,IS00,DK01,2
2472,ITC3,DK01,2
2473,NO01,DK01,1
2474,NO02,DK01,1
2475,NO03,DK01,3
2476,NO07,DK01,1
2477,PL42,DK01,3
2478,PL63,DK01,2
2479,SE11,DK01,2
2480,SE22,DK01,2
2481,SE33,DK01,1
